_Fat Princess: Fistful of Cake,PSP,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12,33,8.7,25,SuperVillain Studios,T,74,
_Fatal Frame,PS2,Action,Wanadoo,0.07,0.06,0,0.02,0.14,22,8.9,72,Tecmo,T,74,
_Fatal Frame,XB,Action,Tecmo Koei,0.04,0.01,0,0,0.06,17,8.6,16,Tecmo,T,77,
_Fatal Frame II: Crimson Butterfly,PS2,Action,Ubisoft,0.08,0.06,0,0.02,0.16,40,9.2,100,Tecmo,M,81,
_Fatal Frame II: Crimson Butterfly Director's Cut,XB,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,37,8.3,16,Tecmo,M,84,
_Fatal Frame III: The Tormented,PS2,Action,Take-Two Interactive,0.04,0.03,0,0.01,0.08,46,8.9,58,Tecmo,M,78,
_Fatal Frame: Maiden of Black Water,WiiU,Action,Nintendo,0,0.03,0.08,0,0.11,58,7.6,226,Koei Tecmo Games,M,67,
_Fatal Fury: Battle Archives Volume 1,PS2,Fighting,Ignition Entertainment,0.02,0.01,0,0,0.04,22,8.3,4,SNK Playmore,T,68,
_Fatal Fury: Battle Archives Volume 2,PS2,Fighting,SNK Playmore,0.03,0.03,0,0.01,0.07,12,0,,SNK Playmore,T,70,
_Fatal Inertia,X360,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,30,4.2,19,Koei,E10+,61,
_Fate/Extra,PSP,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,10,8.1,39,"Image Epoch, Imageepoch",T,58,
_Fear Effect 2: Retro Helix,PS,Action,Eidos Interactive,0.1,0.07,0,0.01,0.18,15,8.9,17,Kronos Digital Entertainment,M,84,
_Fear Factor: Unleashed,GBA,Action,Hip Interactive,0.1,0.04,0,0,0.14,15,3,4,DC Studios,T,30,
_Feel the Magic XY/XX,DS,Puzzle,Sega,0.17,0,0.1,0.02,0.29,55,8.1,18,Sonic Team,T,75,
_Ferrari Challenge Trofeo Pirelli,PS3,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,37,6.2,26,Eutechnyx,E,71,
_Ferrari F355 Challenge,PS2,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,14,4.4,5,Sega AM2,E,70,
_Ferrari: The Race Experience,Wii,Racing,System 3 Arcade Software,0,0.01,0,0,0.01,4,0,,System 3,E,54,
_Field Commander,PSP,Strategy,Sony Online Entertainment,0.14,0,0,0.01,0.16,53,7.8,31,"Sony Online Entertainment, Mind Control Software",T,77,
_FIFA 06: Road to FIFA World Cup,X360,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,39,6,34,EA Canada,E,62,
_FIFA 14,PS3,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,37,4.3,576,EA Canada,E,86,
_FIFA 14,X360,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,41,4.2,435,EA Canada,E,84,
_FIFA 14,PS4,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,26,6.3,616,EA Canada,E,87,
_FIFA 14,XOne,Sports,Electronic Arts,0.41,0.66,0,0.09,1.16,22,5.8,328,EA Canada,E,88,
_FIFA 14,PC,Sports,Electronic Arts,0.01,0.36,0,0.03,0.4,6,4.6,441,EA Canada,E,87,
_FIFA 15,PS4,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,47,5.7,988,EA Sports,E,82,
_FIFA 15,XOne,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,33,5.4,347,EA Sports,E,82,
_FIFA 15,PC,Sports,Electronic Arts,0,0.27,0,0.02,0.28,9,4.2,383,EA Sports,E,82,
_FIFA 16,PS4,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,42,4.3,896,EA Sports,E,82,
_FIFA 16,XOne,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25,45,4.4,459,EA Sports,E,84,
_FIFA 16,PC,Sports,Electronic Arts,0.06,0.13,0,0.01,0.2,10,4.4,296,EA Sports,E,81,
_FIFA 17,PS4,Sports,Electronic Arts,0.66,5.75,0.08,1.11,7.59,41,5,398,"EA Sports, EA Vancouver",E,85,
_FIFA 17,XOne,Sports,Electronic Arts,0.43,2.05,0,0.17,2.65,50,5.5,201,"EA Sports, EA Vancouver",E,84,
_FIFA 17,PC,Sports,Electronic Arts,0,0.11,0,0.01,0.12,12,4.2,160,"EA Sports, EA Vancouver",E,84,
_FIFA 2001 Major League Soccer,PS,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32,10,7.8,5,EA Sports,E,85,
_FIFA Manager 12,PC,Sports,Electronic Arts,0,0.03,0,0.01,0.05,11,3.9,24,Bright Future GmbH,E,72,
_FIFA Soccer,PSV,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,45,7.2,79,Electronic Arts,E,79,
_FIFA Soccer,PSP,Sports,Electronic Arts,0.11,0,0,0.01,0.12,23,7.7,22,EA Canada,E,73,
_FIFA Soccer 06,PS2,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,32,7.8,47,EA Canada,E,80,
_FIFA Soccer 06,XB,Sports,Electronic Arts,0.29,0.38,0,0.01,0.68,39,7.5,22,EA Canada,E,80,
_FIFA Soccer 06,PSP,Sports,Electronic Arts,0.1,0,0,0.01,0.11,17,7.7,20,EA Sports,E,77,
_FIFA Soccer 08,PS2,Sports,Electronic Arts,0.68,0,0,2.46,3.14,12,6.5,36,EA Canada,E,83,
_FIFA Soccer 08,PS3,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,28,7.1,47,EA Canada,E,81,
_FIFA Soccer 08,PSP,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35,7,7.4,15,EA Canada,E,79,
_FIFA Soccer 08,X360,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,43,7.9,57,EA Canada,E,82,
_FIFA Soccer 08,Wii,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,13,6.1,26,EA Canada,E,65,
_FIFA Soccer 08,PC,Sports,Electronic Arts,0,0.01,0,0,0.02,7,6.1,50,EA Canada,E,77,
_FIFA Soccer 09,PS3,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,42,7.5,108,EA Canada,E,87,
_FIFA Soccer 09,PS2,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,8,6.9,20,EA Canada,E,82,
_FIFA Soccer 09,X360,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,51,8,106,EA Canada,E,87,
_FIFA Soccer 09,PSP,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,8,8.9,21,EA Canada,E,84,
_FIFA Soccer 09,DS,Sports,Electronic Arts,0.12,0.31,0,0.06,0.49,5,6.1,31,EA Canada,E,84,
_FIFA Soccer 09,PC,Sports,Electronic Arts,0,0.02,0,0,0.02,15,6.8,36,EA Canada,E,77,
_FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,0.28,0.51,0,0.09,0.89,18,8.4,22,EA Canada,E,80,
_FIFA Soccer 10,PS3,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,56,7.6,203,EA Sports,E,91,
_FIFA Soccer 10,X360,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,63,7.5,133,EA Sports,E,90,
_FIFA Soccer 10,PSP,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,9,7.9,14,EA Sports,E,83,
_FIFA Soccer 10,Wii,Sports,Electronic Arts,0.23,0.64,0,0.11,0.98,21,6.2,17,EA Sports,E,75,
_FIFA Soccer 10,PC,Sports,Electronic Arts,0,0.04,0,0.01,0.05,14,3.8,59,EA Sports,E,72,
_FIFA Soccer 11,PS3,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,51,8,233,EA Sports,E,89,
_FIFA Soccer 11,X360,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,66,7.5,155,EA Sports,E,88,
_FIFA Soccer 11,PSP,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,6,5.4,9,EA Sports,E,68,
_FIFA Soccer 11,Wii,Sports,Electronic Arts,0.26,0.69,0,0.12,1.07,17,7.3,8,EA Sports,E,73,
_FIFA Soccer 11,DS,Sports,Electronic Arts,0.13,0.49,0,0.08,0.7,5,0,,EA Sports,E,63,
_FIFA Soccer 11,PC,Sports,Electronic Arts,0,0.14,0,0.04,0.18,16,7.7,102,EA Sports,E,83,
_FIFA Soccer 13,PS3,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16,37,6.6,348,Electronic Arts,E,88,
_FIFA Soccer 13,X360,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,48,6.1,403,Electronic Arts,E,90,
_FIFA Soccer 13,WiiU,Action,Electronic Arts,0.17,0.27,0,0.04,0.47,28,6.2,49,Electronic Arts,E,69,
_FIFA Soccer 13,PSV,Action,Electronic Arts,0,0.28,0.05,0.11,0.44,9,4.1,89,Electronic Arts,E,57,
_FIFA Soccer 13,PC,Action,Electronic Arts,0.02,0.31,0,0.07,0.4,7,6.6,286,Electronic Arts,E,86,
_FIFA Soccer 13,3DS,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,4,3.7,16,Electronic Arts,E,68,
_FIFA Soccer 2002,PS2,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63,17,5.8,28,EA Sports,E,82,
_FIFA Soccer 2002,GC,Sports,Electronic Arts,0.14,0.04,0,0,0.18,13,8,9,EA Sports,E,81,
_FIFA Soccer 2002,PS,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,8,6.4,5,EA Sports,E,81,
_FIFA Soccer 2003,PS2,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,15,6.7,35,EA Canada,E,88,
_FIFA Soccer 2003,XB,Sports,Electronic Arts,0.2,0.4,0,0.04,0.63,11,7.7,11,EA Canada,E,88,
_FIFA Soccer 2003,GC,Sports,Electronic Arts,0.06,0.02,0,0,0.08,12,7.8,10,EA Canada,E,86,
_FIFA Soccer 2003,GBA,Sports,Electronic Arts,0.04,0.01,0,0,0.05,4,0,,Exient Entertainment,E,76,
_FIFA Soccer 2004,PS2,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,20,6.4,76,EA Canada,E,84,
_FIFA Soccer 2004,XB,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79,20,8.2,23,EA Canada,E,82,
_FIFA Soccer 2004,GC,Sports,Electronic Arts,0.05,0.01,0,0,0.07,17,6.2,12,EA Canada,E,83,
_FIFA Soccer 2004,GBA,Sports,Electronic Arts,0.04,0.01,0,0,0.05,4,7.9,9,Exient Entertainment,E,82,
_FIFA Soccer 2005,PS2,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,27,7.6,56,EA Canada,E,81,
_FIFA Soccer 2005,XB,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,34,8.7,23,EA Canada,E,81,
_FIFA Soccer 2005,GC,Sports,Electronic Arts,0.11,0.03,0,0,0.14,22,8.5,6,EA Canada,E,78,
_FIFA Soccer 2005,GBA,Sports,Electronic Arts,0.06,0.02,0,0,0.08,4,7.8,5,EA Canada,E,75,
_FIFA Street,PS3,Sports,Electronic Arts,0.12,0.89,0,0.23,1.23,36,6.4,66,EA Sports,E,76,
_FIFA Street,X360,Sports,Electronic Arts,0.17,0.62,0,0.1,0.89,47,6.7,58,EA Sports,E,77,
_FIFA Street,PS2,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31,29,7.9,52,EA Canada,E,59,
_FIFA Street,XB,Sports,Electronic Arts,0.08,0.02,0,0,0.1,21,8,9,EA Canada,E,60,
_FIFA Street 2,PS2,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,27,7.7,42,EA Canada,E,59,
_FIFA Street 2,PSP,Sports,Electronic Arts,0.07,0.05,0,0.02,0.13,6,6.9,17,EA Canada,E,58,
_FIFA Street 2,GC,Sports,Electronic Arts,0.09,0.02,0,0,0.11,16,5.7,7,EA Canada,E,63,
_FIFA Street 2,XB,Sports,Electronic Arts,0.06,0.02,0,0,0.08,30,7.1,9,EA Canada,E,63,
_FIFA Street 2,DS,Sports,Electronic Arts,0.04,0,0,0,0.04,5,7.5,4,Exient Entertainment,E,43,
_FIFA Street 3,PS3,Sports,Electronic Arts,0.08,0.18,0,0.06,0.32,37,6.9,19,EA Canada,E,63,
_FIFA Street 3,X360,Sports,Electronic Arts,0.14,0.14,0,0.03,0.32,48,6.9,18,EA Canada,E,63,
_FIFA Street 3,DS,Sports,Electronic Arts,0.06,0.02,0,0.01,0.09,8,0,,"EA Canada, Exient Entertainment",E,56,
_FIFA World Cup Germany 2006,PS2,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57,28,8.1,33,EA Canada,E,77,
_FIFA World Cup Germany 2006,X360,Sports,Electronic Arts,0.19,0.27,0.01,0,0.48,49,6.6,33,EA Canada,E,72,
_FIFA World Cup Germany 2006,XB,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24,22,8.4,9,EA Canada,E,77,
_FIFA World Cup Germany 2006,GC,Sports,Electronic Arts,0.1,0.03,0,0,0.13,17,6.2,5,EA Canada,E,76,
_FIFA World Cup Germany 2006,PSP,Sports,Electronic Arts,0.1,0,0,0.01,0.11,15,7.3,8,EA Canada,E,72,
_FIFA World Cup Germany 2006,DS,Sports,Electronic Arts,0.03,0,0,0,0.04,7,7.2,6,EA Canada,E,71,
_FIFA World Cup: Germany 2006,GBA,Sports,Electronic Arts,0.02,0.01,0,0,0.03,4,6.9,7,EA Canada,E,57,
_Fight Club,PS2,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18,28,4.4,22,Genuine Games,M,36,
_Fight Club,XB,Fighting,Vivendi Games,0.08,0.02,0,0,0.11,29,4.7,13,Genuine Games,M,37,
_Fight Night 2004,PS2,Fighting,Electronic Arts,1.08,0.2,0,0.2,1.48,43,9,25,EA Sports,T,85,
_Fight Night 2004,XB,Fighting,Electronic Arts,0.51,0.15,0,0.02,0.68,47,8.7,20,EA Sports,T,85,
_Fight Night Champion,PS3,Fighting,Electronic Arts,0.45,0.49,0,0.18,1.11,52,7.3,95,EA Canada,M,84,
_Fight Night Champion,X360,Fighting,Electronic Arts,0.4,0.31,0,0.07,0.78,59,7.4,105,EA Canada,M,86,
_Fight Night Round 2,PS2,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87,37,9,37,EA Sports,T,88,
_Fight Night Round 2,XB,Fighting,Electronic Arts,0.42,0.16,0,0.02,0.6,48,8.8,27,EA Sports,T,88,
_Fight Night Round 2,GC,Fighting,Electronic Arts,0.13,0.03,0,0,0.17,32,7.9,7,EA Sports,T,87,
_Fight Night Round 3,PS3,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,37,7.9,24,EA Chicago,T,83,
_Fight Night Round 3,PS2,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56,32,8.1,41,EA Chicago,T,84,
_Fight Night Round 3,X360,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,67,8.8,264,EA Chicago,T,86,
_Fight Night Round 3,PSP,Fighting,Electronic Arts,0.46,0.01,0,0.04,0.52,22,8.1,22,EA Chicago,T,74,
_Fight Night Round 3,XB,Fighting,Electronic Arts,0.26,0.06,0,0.01,0.33,32,9,21,EA Chicago,T,83,
_Fight Night Round 4,PS3,Fighting,Electronic Arts,0.92,0.4,0,0.2,1.52,46,7.6,95,EA Canada,T,88,
_Fight Night Round 4,X360,Fighting,Electronic Arts,0.95,0.33,0,0.13,1.4,76,8.1,86,EA Canada,T,87,
_Fighter Maker 2,PS2,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07,11,7.8,5,Enterbrain,T,58,
_Fighter Within,XOne,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19,39,3,211,Ubisoft,T,23,
_Fighters Uncaged,X360,Fighting,Ubisoft,0.31,0.23,0,0.06,0.6,38,4.6,23,Ubisoft,T,32,
_Fighting Fantasy: The Warlock of Firetop Mountain,DS,Role-Playing,Aspyr,0.08,0,0,0.01,0.09,10,8.1,31,Big Blue Bubble Inc.,T,45,
_Final Fantasy Anniversary Edition,PSP,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,34,7.7,47,TOSE,E10+,67,
_Final Fantasy Anthology,PS,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8,14,8.1,28,SquareSoft,T,80,
_Final Fantasy Chronicles,PS,Role-Playing,Square,0.29,0.2,0,0.03,0.52,15,9.1,37,TOSE,T,89,
_Final Fantasy Crystal Chronicles: Echoes of Time,DS,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.47,37,7.3,21,Square Enix,E10+,75,
_Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,29,5.6,11,Square Enix,E10+,64,
_Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,41,7.2,25,Square Enix,E10+,77,
_Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,53,7.6,70,Square Enix,T,66,
_Final Fantasy Explorers,3DS,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,57,7,87,Racjin,E10+,69,
_Final Fantasy Fables: Chocobo Tales,DS,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,42,7.4,28,h.a.n.d. Inc.,E,75,
_Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,34,8,20,h.a.n.d. Inc.,E10+,76,
_Final Fantasy II Anniversary Edition,PSP,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,31,7.1,24,TOSE,T,63,
_Final Fantasy III,DS,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,45,7.1,136,Matrix Software,E10+,77,
_Final Fantasy IV,DS,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,52,7.7,164,Matrix Software,E10+,85,
_Final Fantasy IV Advance,GBA,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,30,7.3,70,TOSE,E10+,85,
_Final Fantasy IV: The Complete Collection,PSP,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,41,7.5,80,Bullets,E10+,77,
_Final Fantasy IX,PS,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,22,8.9,779,SquareSoft,T,94,
_Final Fantasy Tactics,PS,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,12,8.2,190,SquareSoft,T,83,
_Final Fantasy Tactics A2: Grimoire of the Rift,DS,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,47,6.9,106,Square Enix,E10+,80,
_Final Fantasy Tactics Advance,GBA,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,44,7.8,212,Square Enix,E,87,
_Final Fantasy Tactics: The War of the Lions,PSP,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,41,8,238,TOSE,T,88,
_Final Fantasy V Advance,GBA,Role-Playing,Nintendo,0,0,0.26,0.01,0.26,25,7.2,75,TOSE,E,83,
_Final Fantasy VI Advance,GBA,Role-Playing,Nintendo,0,0,0.28,0.01,0.28,25,8.4,190,TOSE,E10+,92,
_Final Fantasy VII,PS,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,20,9.2,1282,SquareSoft,T,92,
_Final Fantasy VIII,PS,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,24,8.6,644,SquareSoft,T,90,
_Final Fantasy X,PS2,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,53,8.7,1056,SquareSoft,T,92,
_Final Fantasy X / X-2 HD Remaster,PS3,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,50,8.5,332,Virtuos,T,85,
_Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,14,8.5,223,Virtuos,T,86,
_Final Fantasy X-2,PS2,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,45,6.6,400,SquareSoft,T,85,
_Final Fantasy XI,PS2,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32,49,6.9,66,Square Enix,T,85,
_Final Fantasy XI,X360,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19,25,6.5,33,Square Enix,T,66,
_Final Fantasy XI: Chains of Promathia,PS2,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25,13,8,10,Square Enix,T,77,
_Final Fantasy XI: Treasures of Aht Urhgan,PS2,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,4,7.1,13,Square Enix,T,87,
_Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,0.26,0,0.02,0.02,0.3,4,5.8,5,Square Enix,T,63,
_Final Fantasy XII,PS2,Role-Playing,Square Enix,1.88,0,2.33,1.74,5.95,64,7.6,972,Square Enix,T,92,
_Final Fantasy XII: Revenant Wings,DS,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,44,6.1,60,"Square Enix, Think and Feel",E10+,81,
_Final Fantasy XIII,PS3,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,83,7.3,2483,Square Enix,T,83,
_Final Fantasy XIII,X360,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,54,6.3,539,Square Enix,T,82,
_Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,53,6.6,707,Square Enix,T,79,
_Final Fantasy XIII-2,X360,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,50,6.3,268,Square Enix,T,79,
_Final Fantasy XIV: Heavensward,PS4,Action,Square Enix,0,0.06,0.06,0.01,0.13,20,7.6,225,Square Enix,T,86,
_Final Fantasy XIV: Heavensward,PC,Action,Square Enix,0.01,0.01,0,0,0.02,14,7.7,255,Square Enix,T,86,
_Final Fantasy: Crystal Chronicles,GC,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,55,8.1,94,Square Enix,T,80,
_Final Fantasy: The 4 Heroes of Light,DS,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,49,7.1,38,Matrix Software,E10+,71,
_Final Fight One,GBA,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,16,7.8,8,Sun-Tec,E,82,
_Final Fight: Streetwise,PS2,Action,Capcom,0.03,0.02,0,0.01,0.05,36,6.2,11,Capcom,M,43,
_Final Fight: Streetwise,XB,Action,Capcom,0.01,0,0,0,0.02,29,4,4,Secret Level,M,42,
_Finding Nemo,GC,Action,THQ,0.69,0.18,0,0.02,0.89,11,5.5,8,Traveller's Tales,E,62,
_Finding Nemo,XB,Action,THQ,0.48,0.16,0,0.02,0.66,11,0,,Traveller's Tales,E,63,
_Finding Nemo: Escape to the Big Blue,DS,Action,THQ,0.12,0.03,0,0.01,0.16,5,0,,Altron,E,66,
_Fire Emblem,GBA,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,31,9.2,144,Intelligent Systems,E,88,
_Fire Emblem: Awakening,3DS,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,72,9.1,1130,Intelligent Systems,T,92,
_Fire Emblem: Path of Radiance,GC,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,42,8.9,141,Intelligent Systems,T,85,
_Fire Emblem: Radiant Dawn,Wii,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,36,8.7,180,Intelligent Systems,E10+,78,
_Fire Emblem: Shadow Dragon,DS,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,42,7,106,Intelligent Systems,E10+,81,
_Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,38,9.1,132,Intelligent Systems,E,85,
_Fire Pro Wrestling Returns,PS2,Sports,505 Games,0.04,0.03,0,0.01,0.09,12,8.5,17,S-Neo,T,78,
_Fireblade,XB,Action,Midway Games,0.06,0.02,0,0,0.08,5,0,,Kuju Entertainment,T,71,
_Fish Tycoon,DS,Simulation,Majesco Entertainment,0.24,0,0,0.02,0.26,9,7,6,"LDW, Big Fish Games",E,46,
_Fisherman's Challenge,PS2,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04,7,7.5,4,Konami,E,67,
_Fishing Master,Wii,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31,9,8.1,9,Hudson Soft,E,58,
_Fishing Resort,Wii,Sports,Namco Bandai Games,0.14,0,0.25,0.01,0.39,9,7,8,Prope,E,69,
_Fist of the North Star: Ken's Rage,PS3,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,30,6.9,29,"Koei, Omega Force",M,60,
_Fist of the North Star: Ken's Rage,X360,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,38,7.3,23,Koei,M,59,
_Fist of the North Star: Ken's Rage 2,PS3,Fighting,Tecmo Koei,0,0,0.3,0,0.3,19,7,19,"Koei, Omega Force",M,49,
_Fist of the North Star: Ken's Rage 2,X360,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,18,7.1,20,Koei,M,55,
_Fist of the North Star: Ken's Rage 2,WiiU,Fighting,Tecmo Koei,0,0,0.02,0,0.02,4,5.8,18,Koei,M,40,
_Flash Focus: Vision Training in Minutes a Day,DS,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,22,4,4,"Nintendo, Namco Bandai Games",E,59,
_FlatOut,PS2,Racing,Empire Interactive,0.19,0.15,0,0.05,0.38,30,8.5,16,Bugbear,T,70,
_FlatOut,XB,Racing,Empire Interactive,0.12,0.04,0,0.01,0.17,39,8.2,21,Bugbear,T,71,
_FlatOut 2,PS2,Racing,Empire Interactive,0.08,0.06,0,0.02,0.16,44,7.5,27,Bugbear,T,73,
_FlatOut 2,XB,Racing,Empire Interactive,0.03,0.01,0,0,0.04,38,7.3,8,Bugbear,T,73,
_FlatOut: Head On,PSP,Racing,Empire Interactive,0.13,0.1,0,0.06,0.29,28,8.2,21,Bugbear,T,74,
_FlatOut: Ultimate Carnage,X360,Racing,Empire Interactive,0.07,0.02,0,0.01,0.11,44,8.8,66,Bugbear,T,80,
_FlatOut: Ultimate Carnage,PC,Racing,Empire Interactive,0,0.01,0,0,0.01,16,7.7,127,Bugbear,T,79,
_FlingSmash,Wii,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,26,6.8,13,Artoon,E,48,
_Flipnic: Ultimate Pinball,PS2,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,28,8.1,12,SCEI,E,64,
_Flipper Critters,DS,Simulation,Conspiracy Entertainment,0.03,0,0,0,0.03,13,0,,Zen Studios,E,60,
_Flip's Twisted World,Wii,Platform,Unknown,0.05,0,0,0,0.06,7,0,,"Majesco Games, Majesco",E,47,
_Flow: Urban Dance Uprising,PS2,Misc,Ubisoft,0.02,0.01,0,0,0.04,10,0,,Artificial Mind and Movement,T,65,
"_Flower, Sun, and Rain",DS,Adventure,Rising Star Games,0.06,0,0,0,0.07,37,7.1,15,h.a.n.d. Inc.,T,54,
_Flushed Away,GC,Platform,D3Publisher,0.12,0.03,0,0,0.16,4,0,,Monkey Bar Games,E,47,
_Folklore,PS3,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,55,8.2,145,"Game Republic, JapanStudio",T,75,
_Food Network: Cook or Be Cooked,Wii,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44,8,6.8,5,Red Fly Studio,E,53,
_Football Manager 2010,PC,Sports,Sega,0,0.06,0,0.01,0.07,33,9,262,Sports Interactive,E,87,
