Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Score,User_Count,Developer,Rating,Critic_Score
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.18,19,7.5,17,D3Publisher,T,51
Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment,0.02,0,0,0,0.02,14,7,9,Konami Computer Entertainment Hawaii,E,33
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0,0.31,0.01,0.44,41,7.6,45,"Square Enix, TOSE",E,83
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,44,7.9,50,ArtePiazza,E10+,80
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,65,8.8,197,Level 5,E10+,87
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,30,7.4,27,TOSE,E10+,75
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,33,7.3,15,TOSE,E,77
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,43,5.9,21,"Eighting, Genius Sonority Inc.",T,65
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,46,8.5,57,ArtePiazza,E10+,84
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,41,8.1,31,ArtePiazza,T,78
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,63,8.8,245,Level 5,T,89
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,9,6.4,9,3DO,T,50
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,0,0.07,9,8.3,10,Namco,T,57
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,30,6,7,Hit Maker,E10+,56
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,62,8.3,288,Vanillaware,T,82
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,15,8.4,198,Vanillaware,T,78
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,38,8.3,444,Capcom,M,78
Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,59,7.8,320,Capcom,M,75
Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02,4,0,,"United Coders, Wizardry Engineering",E10+,63
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,31,9,39,Surreal Software,M,78
Drake of the 99 Dragons,XB,N/A,Shooter,Unknown,0.05,0.01,0,0,0.07,16,1.8,37,Idol FX,T,22
Drakengard,PS2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,55,9.1,88,Cavia Inc.,M,63
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13,34,5.5,49,Cavia Inc.,M,58
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.31,33,7.7,237,Access Games,M,61
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,34,8.2,30,5TH Cell,E,73
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,0.99,0.35,0,0.13,1.48,12,5.5,4,Altron,E,68
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0,0.08,0.75,22,6,8,Planet Moon Studios,E,58
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.44,0.14,0,0.06,0.64,21,7.7,22,5TH Cell,E,72
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.02,0,0.01,0.14,8,7.6,7,TopWare Interactive,E10+,54
Dream Trigger 3D,3DS,N/A,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07,24,6.3,29,"Art Co., Ltd.",E,54
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0,0.02,0.24,31,5.2,10,Sega,T,53
Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04,42,8.8,24,Funcom,M,73
Drill Dozer,GBA,N/A,Platform,Unknown,0.04,0.01,0,0,0.05,34,8.3,10,Game Freak,E,81
Driv3r,PS2,2004,Racing,Atari,0.6,0.47,0,0.16,1.23,51,5.5,102,Reflections Interactive,M,57
Driv3r,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76,57,4.7,69,Reflections Interactive,M,56
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,85,6.1,1571,Evolution Studios,E,71
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0,0.01,0.09,34,7.4,110,Evolution Studios,E,67
Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0.06,0,0.02,0.15,10,3.4,5,Bam Entertainment,T,38
Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0,0,0.08,12,0,,Bam Entertainment,T,55
Driven,GBA,2001,Racing,BAM! Entertainment,0.02,0.01,0,0,0.03,10,0,,Crawfish Interactive,E,68
Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,22,8.1,78,Reflections Interactive,T,87
Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,14,7.7,92,Reflections Interactive,T,62
Driver 2 Advance,GBA,2002,Action,Atari,0.25,0.09,0,0.01,0.34,9,6.6,14,Sennari Interactive,T,73
Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24,28,7.9,18,Sumo Digital,M,57
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,41,6.9,74,Reflections Interactive,M,69
Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0,0,0.07,31,4.6,17,Reflections Interactive,M,69
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03,9,6,20,Reflections Interactive,M,59
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0,0.01,0.09,13,5,20,Ubisoft,M,48
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,53,7.7,114,Ubisoft Reflections,T,79
Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.37,0,0.07,0.7,63,7.6,130,Ubisoft Reflections,T,80
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,11,7,332,Ubisoft Reflections,T,80
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,7,6.2,10,Ubisoft Reflections,T,64
Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,18,0,,Escape,E,55
Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,10,0,,Attention To Detail,E,57
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03,5,6.6,5,Attention To Detail,E,54
Drome Racers,GBA,2003,Racing,THQ,0.02,0.01,0,0,0.03,9,0,,Mobius Entertainment,E,73
Drone Tactics,DS,2007,Strategy,Success,0.01,0,0,0,0.02,12,7.4,7,Success,E10+,74
DropCast,DS,2008,Puzzle,THQ,0.06,0,0,0,0.06,4,0,,Mikoishi,E,66
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,17,8.6,10,SCEE,T,78
Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,17,0,,Matrix Software,E,70
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0,0.01,0.11,11,0,,Indies Zero,E10+,58
Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0,0,0,0.03,4,0,,4J Studios,E,69
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0,0,0.03,7,0,,Attention To Detail,E,68
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.06,10,7.9,100,WayForward,E,76
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,31,7.4,135,WayForward,E,75
DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02,6,7.6,152,WayForward,E,66
Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27,20,8.3,6,High Voltage Software,E,66
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,10,0,,Mistic Software,E,66
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,0.21,0.08,0,0.01,0.29,19,8,5,Mistic Software,E,69
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.01,0.03,15,6.9,15,Gearbox Software,M,77
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.02,0,0,0,0.03,4,0,,Gearbox Software,M,70
Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.83,76,4.4,456,"Gearbox Software, 3D Realms",M,49
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.76,48,4.9,278,"Gearbox Software, 3D Realms",M,51
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41,48,5.7,1183,"Gearbox Software, 3D Realms",M,54
Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0,0,0.08,7,6.8,20,n-Space,M,37
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,26,7.3,399,Trendy Entertainment,E10+,81
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06,10,0,,Amble,E10+,60
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01,13,5.5,4,Hudson Soft,T,56
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0,0.03,0.2,34,6.4,61,Ubisoft,T,49
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03,18,6.4,8,Global A,E10+,70
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03,51,7.9,159,Gas Powered Games,M,80
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,52,6.3,86,Obsidian Entertainment,T,71
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,55,5.9,102,Obsidian Entertainment,T,72
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,37,4.7,399,Obsidian Entertainment,T,72
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,0.16,32,8.1,21,SuperVillain Studios,T,74
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01,0.09,35,4.6,106,Realmforge Studios,M,65
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,6,5.6,16,Kalypso,M,72
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0,0,0,0.01,9,7.9,14,Kalypso,T,61
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,58,7.9,1287,Techland,M,74
Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,26,7.8,387,Techland,M,74
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.02,0.2,40,7.9,1295,Techland,M,75
Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,14,8.1,31,Koei,T,79
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11,18,9.1,13,Koei,T,78
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,0.51,26,7.3,24,Koei,T,62
Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,17,8.8,24,Omega Force,T,75
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,17,9.1,90,Omega Force,T,78
Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0,0,0.08,11,8.9,20,Omega Force,T,70
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1,16,9.3,54,Omega Force,T,72
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,24,9.3,201,Omega Force,T,78
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0,0.01,0.16,18,8.8,18,Omega Force,T,75
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,0.32,0,0.32,29,8.8,19,Omega Force,T,71
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,15,9.1,39,Omega Force,T,72
Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,29,8.8,68,Omega Force,T,69
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,22,8,4,Omega Force,T,66
Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,23,9.1,24,Omega Force,T,62
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,40,8.2,19,Omega Force,T,61
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,22,9.1,26,Omega Force,T,57
Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,31,7.3,49,"Koei, Omega Force",T,59
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,42,7.4,22,Omega Force,T,60
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,7,5.4,14,"Koei, Omega Force",T,43
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,22,7,26,Omega Force,T,62
Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,24,7.3,28,Omega Force,T,59
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,25,7.4,57,Omega Force,T,57
Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0,0.02,0.24,22,8,46,Omega Force,T,58
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14,20,8,22,Omega Force,T,63
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,11,7.8,9,Omega Force,T,64
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,26,8.5,75,Omega Force,T,68
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,21,7.5,35,Omega Force,T,65
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,30,7.5,42,Omega Force,T,63
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,10,6.8,15,Koei Tecmo Games,T,58
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,15,7.4,9,Omega Force,T,70
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,4,6.8,9,Omega Force,T,68
Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0,0,0.11,22,0,,Koei,E,56
Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0,0.03,0,0.07,17,0,,Koei,E10+,56
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,29,6.9,16,"Koei, Omega Force",T,60
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,34,6.8,20,"Koei, Omega Force",T,55
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,35,7.5,73,Koei,T,67
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,28,8.1,8,Omega Force,T,57
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,22,7,28,Omega Force,T,54
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,8,6.5,8,Omega Force,T,52
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,30,7,18,Omega Force,T,49
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,18,7.5,20,"Omega Force, Koei Tecmo Games",T,58
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,27,7.8,20,Koei Tecmo Games,T,65
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,35,7.5,25,Omega Force,T,64
Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,28,6.8,10,Omega Force,T,65
Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,27,7.3,15,Omega Force,T,64
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,18,5.7,12,Omega Force,T,59
E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0,0,0,0.01,4,2.4,21,Fluid Studios,E,46
EA Playground,Wii,2007,Sports,Electronic Arts,0.68,0.47,0,0.13,1.29,32,7.6,30,EA Canada,E,66
EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,8,7.6,13,Piranha Games,E,60
EA Replay,PSP,2006,Action,Electronic Arts,0.1,0,0,0.01,0.11,19,0,,Team Fusion,T,56
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,27,8.7,39,EA Canada,E,81
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.76,0.39,0,0.11,1.26,8,8.1,22,EA Canada,E,79
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,20,5.4,14,EA Canada,E,78
EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.16,0,0.04,0.39,21,5.4,9,EA Canada,E,68
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.76,0.27,0,0.1,1.13,15,0,,Electronic Arts,E,80
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,47,6.9,38,EA Tiburon,T,77
EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0.09,0,0.02,0.35,63,7,55,EA Tiburon,T,79
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,57,6.1,279,EA Sports,T,70
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,23,6.3,152,EA Sports,T,70
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,38,6.2,157,EA Sports,T,79
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0,0.04,0.41,42,6,77,EA Sports,T,76
E?úO?úE: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,28,7.2,6,Yuke's,T,57
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07,31,7.8,22,"Ubisoft, FunHouse",E10+,72
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,20,8.5,22,Sandlot,T,72
Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0,0.03,0,0.08,55,7.7,60,Sandlot,T,69
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06,36,7.9,31,Sandlot,T,68
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,28,7.5,52,Sandlot,M,69
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,25,8.1,63,Sandlot,M,68
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,40,7.9,51,Sandlot,M,64
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,28,7,24,Vicious Cycle,T,63
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,40,8.2,45,Vicious Cycle,T,68
Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0,0.01,0.29,10,5.7,6,Game Titan,E,72
Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.02,0.01,0,0,0.03,10,5.7,6,Super Empire,E,45
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02,28,5.7,49,Nitro Games,T,67
Easy Piano,DS,2009,Misc,Game Life,0.04,0.11,0,0.02,0.16,4,0,,Game Life,E,52
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13,38,6.5,21,Vicious Cycle,T,51
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.12,53,7,27,Vicious Cycle,T,53
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,17,8.5,11,Appaloosa Interactive,E,71
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,22,8.8,8,From Software,T,60
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0,0.01,0.08,0,0.09,28,7.7,13,"SCE/WWS, SCE Japan Studio",E,79
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03,13,0,,Headlock,E,55
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,7,6.3,4,Acclaim,E,43
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005,Platform,Midway Games,0.34,0.01,0,0.06,0.41,5,7.6,16,Artificial Mind and Movement,E,50
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0,0.01,0.25,4,7.9,10,Artificial Mind and Movement,E,55
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0,0,0.02,6,7.7,6,Artificial Mind and Movement,E,56
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,0.02,0.01,0,0,0.03,8,0,,Kemco,E,64
Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco,0.01,0,0,0,0.01,7,0,,HotGen,E,58
Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0,0,0,0.01,7,8,4,Kemco,E,64
eJay Clubworld,PS2,N/A,Misc,Empire Interactive,0.07,0.06,0,0.02,0.15,5,8.6,10,UDS,E,69
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,46,7.5,40,Ignition Entertainment,T,78
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,44,7,47,Ignition Entertainment,T,75
El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0,0,0.01,0.09,5,0,,THQ,E,53
Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,46,7.4,33,Konami,E,75
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,15,8.3,4,Konami,E,75
Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03,49,7,37,Indies Zero,E,71
Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06,11,0,,Alfa System,T,76
Elite Beat Agents,DS,2006,Misc,Nintendo,0.3,0.03,0,0.03,0.36,51,8.6,105,iNiS,E10+,87
Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0,0,0,0.06,23,0,,Gammick Entertainment,T,61
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,0,0,0,0.02,27,7.1,38,1C:Ino-Co,T,71
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,9,6.2,12,ValuSoft,T,61
Emergency Heroes,Wii,2008,Racing,Ubisoft,0.14,0.27,0,0.05,0.47,12,4.2,15,"Ubisoft Barcelona, Ubisoft Reflections",E10+,41
Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02,21,4.3,4,Supersonic Software,T,40
Empire Earth,PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05,23,8.2,126,Stainless Steel Studios,T,81
Empire Earth II,PC,2005,Strategy,Vivendi Games,0,0.03,0,0,0.03,39,7.1,89,Mad Doc Software,T,79
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,40,2.8,53,Mad Doc Software,T,50
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.1,1.08,62,6.9,2981,Creative Assembly,T,90
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,23,5.9,40,From Software,T,64
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19,54,6.9,60,From Software,T,69
Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0,0.01,0.14,28,8.4,13,Starbreeze,M,66
Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08,12,6.8,5,Cunning Developments,T,57
Endless Ocean,Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,42,8.1,61,Arika,E,72
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.46,0.21,0.12,0.06,0.86,42,8.5,26,Arika,E10+,76
